Ticket_Subject,Ticket_Description,Product_Purchased,Ticket_Channel,Ticket_Type,Customer_Age,Ticket_Priority
Impressora HP com problema técnico,O Impressora HP com ciclo sempre incompleto. As roupas saem molhadas ao final de cada lavagem.,Impressora HP,Email,Dúvida,43,Baixa
Micro-ondas não liga - prazo em risco,O Micro-ondas não liga após queda leve. Ainda está dentro do prazo de garantia do fabricante.,Micro-ondas,Telefone,Reclamação,53,Alta
Info sobre Controle Xbox,Fui cobrado indevidamente pela manutenção do Controle Xbox que foi cancelada há mais de dois meses.,Controle Xbox,Telefone,Dúvida,67,Média
Defeito,asdasdasd,Câmera Canon EOS,Email,Dúvida,78,Baixa
Samsung Galaxy S23 não liga - prazo em risco,O Samsung Galaxy S23 está fazendo barulho de estalos e a temperatura interna não é mantida corretamente. Não consegui agendamento na assistência. Tenho medicamentos que exigem refrigeração constante.,Samsung Galaxy S23,Email,Problema Técnico,36,Alta
Dúvida sobre PlayStation 5,O PlayStation 5 não carrega mais de jeito nenhum. Trabalho em home office e preciso dele urgentemente.,PlayStation 5,Email,Solicitação de reembolso,27,Baixa
Info sobre Amazon Kindle,O Amazon Kindle desligando sozinho várias vezes ao dia sem nenhum motivo aparente ou justificável.,Amazon Kindle,Email,Cancelamento,78,Baixa
Help,ignorando meu caso,Amazon Kindle,Email,Reclamação,68,Baixa
PlayStation 5 com falha leve,O PlayStation 5 não aquece mais como antes. Parou depois de anos funcionando perfeitamente bem.,PlayStation 5,Chat,Dúvida,58,Baixa
iPad Pro quebrou - sem produtividade,O iPad Pro não liga na tomada mas funciona normalmente na bateria interna. Falha elétrica.,iPad Pro,Email,Solicitação de reembolso,36,Média
Tablet Samsung inoperante,Tela piscando forte.,Tablet Samsung,Chat,Solicitação de reembolso,33,Média
Falha no Caixa de Som JBL,O Caixa de Som JBL com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,Caixa de Som JBL,Telefone,Solicitação de reembolso,77,Alta
Soundbar Sony com defeito intermitente,Equipamento danificado.,Soundbar Sony,Telefone,Dúvida,42,Média
MacBook Pro quebrou - sem produtividade,O MacBook Pro descarrega em menos de uma hora de uso leve. Comprei há cinco meses. Já calibrei a bateria conforme o manual mas o problema se manteve exatamente igual.,MacBook Pro,Email,Problema Técnico,43,Alta
Info sobre Câmera GoPro Hero,O Câmera GoPro Hero travou completamente e não consigo acessar nenhum arquivo importante de trabalho salvo.,Câmera GoPro Hero,Telefone,Dúvida,57,Baixa
Roteador Wi-Fi apresenta defeito,Roteador Wi-Fi apagado.,Roteador Wi-Fi,Email,Dúvida,19,Baixa
Problema,pq nao funciona,Máquina de Lavar,Email,Cancelamento,68,Média
Notebook Lenovo tela quebrada - urgente,Notebook Lenovo emperrado.,Notebook Lenovo,Email,Dúvida,21,Baixa
Dúvida sobre Nintendo Switch,Equipamento danificado.,Nintendo Switch,Chat,Cancelamento,31,Baixa
Fogão com faísca elétrica,O Fogão apresenta vazamento de líquido pelo fundo. Risco de acidente doméstico sério. Preciso de ajuda.,Fogão,Email,Reclamação,40,Alta
Manutenção Smart TV LG 50,Solicitei cancelamento do Smart TV LG 50 e continuo sendo cobrado indevidamente mês após mês.,Smart TV LG 50,Email,Problema Técnico,25,Alta
Defeito,entregaram errado,Freezer,Chat,Dúvida,53,Baixa
Fogão com vazamento perigoso,O Fogão com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,Fogão,Chat,Solicitação de reembolso,39,Alta
Problema,parou do nada,Roteador Wi-Fi,Chat,Cancelamento,71,Baixa
Suporte: Amazon Kindle,Amazon Kindle chiando alto.,Amazon Kindle,Telefone,Solicitação de reembolso,28,Média
Máquina de Lavar com cheiro de queimado,Produto sem sinal.,Máquina de Lavar,Chat,Reclamação,82,Urgente
Emergência: Geladeira não funciona,O Geladeira caiu e a tela quebrou parcialmente. Ainda funciona mas está inutilizável profissionalmente. É minha principal ferramenta de trabalho. Preciso saber sobre cobertura de garantia.,Geladeira,Chat,Dúvida,62,Alta
Nintendo Switch com falha leve,Equipamento danificado.,Nintendo Switch,Chat,Problema Técnico,77,Alta
Defeito crítico no Purificador de Água,O Purificador de Água com ciclo sempre incompleto. As roupas saem molhadas ao final de cada lavagem.,Purificador de Água,Telefone,Problema Técnico,41,Urgente
Defeito crítico no Fogão,O Fogão parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,Fogão,Email,Problema Técnico,45,Alta
Problema grave no Purificador de Água,O Purificador de Água não lê mais nenhum tipo de mídia inserida nele. Totalmente inoperante.,Purificador de Água,Email,Reclamação,57,Alta
Lavadora a Pressão com faísca elétrica,O Lavadora a Pressão com tela com riscos profundos visíveis. Solicito reparo ou troca em garantia.,Lavadora a Pressão,Chat,Cancelamento,54,Alta
Problema grave no Lavadora a Pressão,O Lavadora a Pressão com tela com riscos profundos visíveis. Solicito reparo ou troca em garantia.,Lavadora a Pressão,Chat,Cancelamento,46,Alta
Notebook Dell XPS tela quebrada - urgente,Notebook Dell XPS chiando alto.,Notebook Dell XPS,Telefone,Solicitação de reembolso,51,Alta
Defeito no iPhone 13 - home office,O iPhone 13 chegou completamente amassado pelos correios com estrutura danificada. Ao ligar pela primeira vez não funciona corretamente. Quero reembolso integral ou troca por produto novo.,iPhone 13,Telefone,Solicitação de reembolso,64,Alta
Reclamação,isso nao presta,Câmera GoPro Hero,Chat,Reclamação,22,Baixa
Controle Xbox com comportamento estranho,O Controle Xbox não sincroniza mais com o aplicativo oficial. Já reinstalei o app várias vezes.,Controle Xbox,Telefone,Cancelamento,62,Média
Aspirador Dyson com problema técnico,O Aspirador Dyson com tampa ou porta emperrada. Não abre nem fecha de forma correta mais.,Aspirador Dyson,Email,Dúvida,52,Baixa
iPad Pro travado - trabalho parado,O iPad Pro com bateria não durando mais de vinte minutos por carga. Produto com seis meses de uso. Calibrei seguindo todas as instruções do manual oficial mas sem melhora nenhuma.,iPad Pro,Chat,Cancelamento,51,Média
Fogão 5 Bocas com faísca elétrica,O Fogão 5 Bocas parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,Fogão 5 Bocas,Chat,Reclamação,78,Urgente
Reclamação,tá tudo quebrado,Câmera Canon EOS,Chat,Dúvida,66,Baixa
Bebedouro com cheiro de queimado,O Bebedouro falhou completamente após atualização automática de firmware. Não consigo acessar o menu para reverter a versão. Preciso de suporte técnico remoto especializado com urgência total.,Bebedouro,Email,Problema Técnico,38,Alta
Falha no Aspirador Dyson,"O Aspirador Dyson não conecta ao Wi-Fi de jeito algum. Reinstalei o sistema, resetei o roteador e fiz o pareamento novamente sem êxito. Meu trabalho depende totalmente dessa conectividade.",Aspirador Dyson,Chat,Problema Técnico,41,Alta
iPhone 14 quebrou - sem produtividade,iPhone 14 vazando.,iPhone 14,Chat,Reclamação,20,Alta
Problemas,odeio isso,Câmera Canon EOS,Chat,Cancelamento,69,Baixa
Assistência Roteador Wi-Fi,O Roteador Wi-Fi está fazendo faíscas visíveis quando ligado. Risco de incêndio real. Preciso de técnico urgente.,Roteador Wi-Fi,Email,Cancelamento,69,Média
Samsung Galaxy S23 quebrou - sem produtividade,"O Samsung Galaxy S23 reinicia em loop contínuo e sem parar. Aguardei a bateria descarregar completamente e recarreguei do zero, mas o ciclo de reinicialização continua exatamente da mesma forma.",Samsung Galaxy S23,Email,Dúvida,31,Baixa
Notebook Lenovo não liga - prazo em risco,Em apenas três semanas o Notebook Lenovo já deu problema duas vezes. A primeira vez resolveu sozinho mas agora parou definitivamente. Quero troca imediata ou reembolso total do valor pago.,Notebook Lenovo,Email,Cancelamento,21,Média
iPhone 14 não liga - prazo em risco,Fui cobrado indevidamente pela manutenção do iPhone 14 que foi cancelada há mais de dois meses.,iPhone 14,Email,Dúvida,85,Média
Emergência: Lavadora a Pressão não funciona,O Lavadora a Pressão desligando sozinho várias vezes ao dia sem nenhum motivo aparente ou justificável.,Lavadora a Pressão,Telefone,Solicitação de reembolso,24,Alta
Micro-ondas não liga - prazo em risco,O Micro-ondas parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,Micro-ondas,Email,Cancelamento,68,Média
Geladeira parou - urgente,O Geladeira desligando sozinho várias vezes ao dia sem nenhum motivo aparente ou justificável.,Geladeira,Email,Reclamação,40,Alta
Emergência: Purificador de Água não funciona,O Purificador de Água com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,Purificador de Água,Telefone,Reclamação,73,Urgente
Computador Desktop travado - trabalho parado,O Computador Desktop falhou completamente após atualização automática de firmware. Não consigo acessar o menu para reverter a versão. Preciso de suporte técnico remoto especializado com urgência...,Computador Desktop,Telefone,Dúvida,65,Alta
Defeito,eita problema,iPhone 14,Chat,Cancelamento,68,Baixa
Suporte: Nintendo Switch,O Nintendo Switch não reconhece mais nenhum dos acessórios oficiais do fabricante conectados a ele.,Nintendo Switch,Email,Problema Técnico,67,Alta
Lavadora a Pressão com cheiro de queimado,O Lavadora a Pressão para de responder ao toque após aproximadamente trinta minutos de uso normal. Já reinstalei o sistema operacional duas vezes completas e o comportamento persiste sem mudança.,Lavadora a Pressão,Chat,Solicitação de reembolso,54,Alta
Impressora HP apresenta defeito,O Impressora HP parou de funcionar completamente. Tenho crianças em casa que dependem do equipamento diariamente.,Impressora HP,Chat,Solicitação de reembolso,80,Alta
Defeito no Samsung Galaxy S23 - home office,O Samsung Galaxy S23 descarrega em menos de uma hora de uso leve. Comprei há cinco meses. Já calibrei a bateria conforme o manual mas o problema se manteve exatamente igual.,Samsung Galaxy S23,Email,Reclamação,48,Alta
Aspirador Dyson com problema técnico,O Aspirador Dyson com defeito na dobradiça principal. Não fecha de forma correta ou segura.,Aspirador Dyson,Chat,Problema Técnico,68,Alta
Samsung Galaxy S23 não liga - prazo em risco,"O Samsung Galaxy S23 não conecta ao Wi-Fi de jeito algum. Reinstalei o sistema, resetei o roteador e fiz o pareamento novamente sem êxito. Meu trabalho depende totalmente dessa conectividade.",Samsung Galaxy S23,Telefone,Reclamação,23,Alta
Soundbar Sony com defeito intermitente,Tela quebrada.,Soundbar Sony,Telefone,Cancelamento,41,Média
Defeito no MacBook Air - home office,O MacBook Air com tela completamente preta mas com som funcionando. Possível defeito de placa de vídeo.,MacBook Air,Chat,Cancelamento,22,Média
MacBook Pro quebrou - sem produtividade,O MacBook Pro apresenta vazamento de líquido pelo fundo. Risco de acidente doméstico sério. Preciso de ajuda.,MacBook Pro,Telefone,Dúvida,31,Média
Defeito no Caixa de Som JBL,O Caixa de Som JBL com defeito na tela que fica piscando constantemente sem parar durante todo o uso.,Caixa de Som JBL,Email,Problema Técnico,69,Alta
Manutenção Smart TV Samsung 55,O Smart TV Samsung 55 parou de funcionar completamente há dois dias. Perdi todos os alimentos armazenados. Já tentei reiniciar mas o problema persiste. Preciso de atendimento urgente pois tenho...,Smart TV Samsung 55,Telefone,Dúvida,67,Média
Dúvida sobre Xbox Series X,"O Xbox Series X não conecta ao Wi-Fi de jeito algum. Reinstalei o sistema, resetei o roteador e fiz o pareamento novamente sem êxito. Meu trabalho depende totalmente dessa conectividade.",Xbox Series X,Email,Cancelamento,72,Baixa
Soundbar Sony inoperante,O Soundbar Sony descarrega em menos de uma hora de uso leve. Comprei há cinco meses. Já calibrei a bateria conforme o manual mas o problema se manteve exatamente igual.,Soundbar Sony,Chat,Problema Técnico,75,Alta
PlayStation 5 com falha leve,O PlayStation 5 não conecta à internet após a última atualização automática de software recebida.,PlayStation 5,Email,Dúvida,64,Baixa
Reparo: Soundbar Sony,Soundbar Sony não funciona mais.,Soundbar Sony,Chat,Cancelamento,28,Média
Aspirador Dyson não funciona,Em apenas três semanas o Aspirador Dyson já deu problema duas vezes. A primeira vez resolveu sozinho mas agora parou definitivamente. Quero troca imediata ou reembolso total do valor pago.,Aspirador Dyson,Email,Dúvida,51,Baixa
Dúvida sobre Nintendo Switch,O Nintendo Switch desliga sozinho várias vezes por dia sem motivo aparente. Verifiquei a instalação elétrica e o problema é do aparelho. Tentei redefinir para padrão de fábrica sem sucesso.,Nintendo Switch,Chat,Cancelamento,54,Baixa
Xbox Series X com comportamento estranho,"O Xbox Series X reinicia em loop contínuo e sem parar. Aguardei a bateria descarregar completamente e recarreguei do zero, mas o ciclo de reinicialização continua exatamente da mesma forma.",Xbox Series X,Chat,Problema Técnico,65,Alta
Reparo: Aspirador Dyson,"O Aspirador Dyson emitindo ruído alto e vibração intensa, completamente fora do comportamento normal esperado.",Aspirador Dyson,Email,Problema Técnico,52,Alta
Assistência Caixa de Som JBL,O Caixa de Som JBL com defeito grave desde a compra não liga mais e está dentro da garantia. Já tentei todos os procedimentos descritos. Solicito visita técnica pois é essencial na rotina.,Caixa de Som JBL,Chat,Cancelamento,59,Média
Máquina de Lavar causando risco,O Máquina de Lavar não lê mais nenhum tipo de mídia inserida nele. Totalmente inoperante.,Máquina de Lavar,Email,Solicitação de reembolso,22,Alta
Reparo: Impressora HP,Tela quebrada.,Impressora HP,Telefone,Problema Técnico,30,Alta
Como usar Xbox Series X,Meu Xbox Series X não reconhece mais nenhum dos acessórios oficiais conectados a ele. Já testei acessórios diferentes e o problema persiste em todos. É minha ferramenta principal de trabalho.,Xbox Series X,Chat,Solicitação de reembolso,62,Média
Problema,parou do nada,Computador Desktop,Email,Dúvida,76,Baixa
Máquina de Lavar causando risco,O Máquina de Lavar com consumo de energia absurdamente alto. Minha conta de luz praticamente dobrou.,Máquina de Lavar,Telefone,Problema Técnico,66,Urgente
Help,me liguem rápido,Purificador de Água,Chat,Solicitação de reembolso,72,Baixa
Preciso de ajuda,absurdo,iPhone 13,Email,Problema Técnico,73,Baixa
Problema no iPhone 13 - reunião amanhã,iPhone 13 não gela nada.,iPhone 13,Email,Dúvida,83,Média
Help,sdfsdfsdfs,Freezer,Chat,Cancelamento,45,Média
MacBook Pro não liga - prazo em risco,O MacBook Pro não funciona em modo automático. Só opera no modo manual agora por algum motivo.,MacBook Pro,Chat,Problema Técnico,69,Urgente
Problema,absurdo,MacBook Air,Chat,Cancelamento,44,Baixa
Preciso de ajuda,problema serio,Lavadora a Pressão,Chat,Cancelamento,58,Baixa
Smart TV Samsung 55 apresenta defeito,O Smart TV Samsung 55 parou de gelar após a última queda de energia. Tenho remédios importantes armazenados.,Smart TV Samsung 55,Telefone,Dúvida,54,Média
Dúvida técnica Câmera Canon EOS,O Câmera Canon EOS não acessa mais a internet mesmo estando conectado normalmente à rede Wi-Fi.,Câmera Canon EOS,Chat,Dúvida,60,Baixa
Info sobre Smartwatch Garmin,Recebi o Smartwatch Garmin com embalagem completamente avariada. O produto chegou com danos físicos visíveis externos.,Smartwatch Garmin,Telefone,Solicitação de reembolso,58,Média
Atendimento,pq nao funciona,Micro-ondas,Chat,Cancelamento,44,Baixa
